idx_epi : 0
220522_223755,U,"(9, 4)","(8, 4)",85,76,0,False,ID_GENERAL_MOVE
220522_223755,L,"(9, 4)","(8, 3)",76,75,0,False,ID_GENERAL_MOVE
220522_223755,D,"(9, 4)","(9, 3)",75,84,-10,True,ID_OBSTACLE

idx_epi : 24
time,action,p_cur,p_new,state_cur,state_new,reward,done,result_step
220522_223755,U,"(9, 4)","(8, 4)",85,76,0,False,ID_GENERAL_MOVE
220522_223755,R,"(9, 4)","(8, 5)",76,77,0,False,ID_GENERAL_MOVE
220522_223755,R,"(9, 4)","(8, 6)",77,78,0,False,ID_GENERAL_MOVE
220522_223755,L,"(9, 4)","(8, 5)",78,77,0,False,ID_GENERAL_MOVE
220522_223755,D,"(9, 4)","(9, 5)",77,86,-10,True,ID_OBSTACLE

idx_epi : 25
time,action,p_cur,p_new,state_cur,state_new,reward,done,result_step
220522_223755,U,"(9, 4)","(8, 4)",85,76,0,False,ID_GENERAL_MOVE
220522_223755,L,"(9, 4)","(8, 3)",76,75,0,False,ID_GENERAL_MOVE
220522_223755,U,"(9, 4)","(7, 3)",75,66,0,False,ID_GENERAL_MOVE
220522_223755,L,"(9, 4)","(7, 2)",66,65,0,False,ID_GENERAL_MOVE
220522_223755,D,"(9, 4)","(8, 2)",65,74,0,False,ID_GENERAL_MOVE
220522_223755,D,"(9, 4)","(9, 2)",74,83,-10,True,ID_OBSTACLE

idx_epi : 26
time,action,p_cur,p_new,state_cur,state_new,reward,done,result_step
220522_223755,U,"(9, 4)","(8, 4)",85,76,0,False,ID_GENERAL_MOVE
220522_223755,L,"(9, 4)","(8, 3)",76,75,0,False,ID_GENERAL_MOVE
220522_223755,D,"(9, 4)","(9, 3)",75,84,-10,True,ID_OBSTACLE

idx_epi : 27
time,action,p_cur,p_new,state_cur,state_new,reward,done,result_step
220522_223755,U,"(9, 4)","(8, 4)",85,76,0,False,ID_GENERAL_MOVE
220522_223755,R,"(9, 4)","(8, 5)",76,77,0,False,ID_GENERAL_MOVE
220522_223755,L,"(9, 4)","(8, 4)",77,76,0,False,ID_GENERAL_MOVE
220522_223755,R,"(9, 4)","(8, 5)",76,77,0,False,ID_GENERAL_MOVE
220522_223755,R,"(9, 4)","(8, 6)",77,78,0,False,ID_GENERAL_MOVE
220522_223755,U,"(9, 4)","(7, 6)",78,69,0,False,ID_GENERAL_MOVE
220522_223755,D,"(9, 4)","(8, 6)",69,78,0,False,ID_GENERAL_MOVE
220522_223755,D,"(9, 4)","(9, 6)",78,87,-10,True,ID_OBSTACLE

idx_epi : 28
time,action,p_cur,p_new,state_cur,state_new,reward,done,result_step
220522_223755,U,"(9, 4)","(8, 4)",85,76,0,False,ID_GENERAL_MOVE
220522_223755,R,"(9, 4)","(8, 5)",76,77,0,False,ID_GENERAL_MOVE
220522_223755,L,"(9, 4)","(8, 4)",77,76,0,False,ID_GENERAL_MOVE
220522_223755,U,"(9, 4)","(7, 4)",76,67,0,False,ID_GENERAL_MOVE
220522_223755,U,"(9, 4)","(6, 4)",67,58,-10,True,ID_OBSTACLE

idx_epi : 29
time,action,p_cur,p_new,state_cur,state_new,reward,done,result_step
220522_223755,U,"(9, 4)","(8, 4)",85,76,0,False,ID_GENERAL_MOVE
220522_223755,U,"(9, 4)","(7, 4)",76,67,0,False,ID_GENERAL_MOVE
220522_223755,D,"(9, 4)","(8, 4)",67,76,0,False,ID_GENERAL_MOVE
220522_223755,R,"(9, 4)","(8, 5)",76,77,0,False,ID_GENERAL_MOVE
220522_223755,L,"(9, 4)","(8, 4)",77,76,0,False,ID_GENERAL_MOVE
220522_223755,L,"(9, 4)","(8, 3)",76,75,0,False,ID_GENERAL_MOVE
220522_223755,D,"(9, 4)","(9, 3)",75,84,-10,True,ID_OBSTACLE

idx_epi : 30
time,action,p_cur,p_new,state_cur,state_new,reward,done,result_step
220522_223755,U,"(9, 4)","(8, 4)",85,76,0,False,ID_GENERAL_MOVE
220522_223755,U,"(9, 4)","(7, 4)",76,67,0,False,ID_GENERAL_MOVE
220522_223755,U,"(9, 4)","(6, 4)",67,58,-10,True,ID_OBSTACLE

idx_epi : 31
time,action,p_cur,p_new,state_cur,state_new,reward,done,result_step
220522_223755,U,"(9, 4)","(8, 4)",85,76,0,False,ID_GENERAL_MOVE
220522_223755,R,"(9, 4)","(8, 5)",76,77,0,False,ID_GENERAL_MOVE
220522_223755,D,"(9, 4)","(9, 5)",77,86,-10,True,ID_OBSTACLE

idx_epi : 32
time,action,p_cur,p_new,state_cur,state_new,reward,done,result_step
220522_223755,U,"(9, 4)","(8, 4)",85,76,0,False,ID_GENERAL_MOVE
220522_223755,L,"(9, 4)","(8, 3)",76,75,0,False,ID_GENERAL_MOVE
220522_223755,D,"(9, 4)","(9, 3)",75,84,-10,True,ID_OBSTACLE

idx_epi : 33
time,action,p_cur,p_new,state_cur,state_new,reward,done,result_step
220522_223755,U,"(9, 4)","(8, 4)",85,76,0,False,ID_GENERAL_MOVE
220522_223755,U,"(9, 4)","(7, 4)",76,67,0,False,ID_GENERAL_MOVE
220522_223755,R,"(9, 4)","(7, 5)",67,68,0,False,ID_GENERAL_MOVE
220522_223755,L,"(9, 4)","(7, 4)",68,67,0,False,ID_GENERAL_MOVE
220522_223755,U,"(9, 4)","(6, 4)",67,58,-10,True,ID_OBSTACLE

idx_epi : 34
time,action,p_cur,p_new,state_cur,state_new,reward,done,result_step
220522_223755,U,"(9, 4)","(8, 4)",85,76,0,False,ID_GENERAL_MOVE
220522_223755,R,"(9, 4)","(8, 5)",76,77,0,False,ID_GENERAL_MOVE
220522_223755,D,"(9, 4)","(9, 5)",77,86,-10,True,ID_OBSTACLE

idx_epi : 35
time,action,p_cur,p_new,state_cur,state_new,reward,done,result_step
220522_223755,U,"(9, 4)","(8, 4)",85,76,0,False,ID_GENERAL_MOVE
220522_223755,R,"(9, 4)","(8, 5)",76,77,0,False,ID_GENERAL_MOVE
220522_223755,L,"(9, 4)","(8, 4)",77,76,0,False,ID_GENERAL_MOVE
220522_223755,U,"(9, 4)","(7, 4)",76,67,0,False,ID_GENERAL_MOVE
220522_223755,D,"(9, 4)","(8, 4)",67,76,0,False,ID_GENERAL_MOVE
220522_223755,R,"(9, 4)","(8, 5)",76,77,0,False,ID_GENERAL_MOVE
220522_223755,L,"(9, 4)","(8, 4)",77,76,0,False,ID_GENERAL_MOVE
220522_223755,R,"(9, 4)","(8, 5)",76,77,0,False,ID_GENERAL_MOVE
220522_223755,R,"(9, 4)","(8, 6)",77,78,0,False,ID_GENERAL_MOVE
220522_223755,D,"(9, 4)","(9, 6)",78,87,-10,True,ID_OBSTACLE

idx_epi : 36
time,action,p_cur,p_new,state_cur,state_new,reward,done,result_step
220522_223755,U,"(9, 4)","(8, 4)",85,76,0,False,ID_GENERAL_MOVE
220522_223755,U,"(9, 4)","(7, 4)",76,67,0,False,ID_GENERAL_MOVE
220522_223755,D,"(9, 4)","(8, 4)",67,76,0,False,ID_GENERAL_MOVE
220522_223755,D,"(9, 4)","(9, 4)",76,85,-10,True,ID_RETURN

idx_epi : 37
time,action,p_cur,p_new,state_cur,state_new,reward,done,result_step
220522_223755,U,"(9, 4)","(8, 4)",85,76,0,False,ID_GENERAL_MOVE
220522_223755,L,"(9, 4)","(8, 3)",76,75,0,False,ID_GENERAL_MOVE
220522_223755,U,"(9, 4)","(7, 3)",75,66,0,False,ID_GENERAL_MOVE
220522_223755,U,"(9, 4)","(6, 3)",66,57,0,False,ID_GENERAL_MOVE
220522_223755,R,"(9, 4)","(6, 4)",57,58,-10,True,ID_OBSTACLE

idx_epi : 38
time,action,p_cur,p_new,state_cur,state_new,reward,done,result_step
220522_223755,U,"(9, 4)","(8, 4)",85,76,0,False,ID_GENERAL_MOVE
220522_223755,L,"(9, 4)","(8, 3)",76,75,0,False,ID_GENERAL_MOVE
220522_223755,L,"(9, 4)","(8, 2)",75,74,0,False,ID_GENERAL_MOVE
220522_223755,D,"(9, 4)","(9, 2)",74,83,-10,True,ID_OBSTACLE

idx_epi : 39
time,action,p_cur,p_new,state_cur,state_new,reward,done,result_step
220522_223755,U,"(9, 4)","(8, 4)",85,76,0,False,ID_GENERAL_MOVE
220522_223755,L,"(9, 4)","(8, 3)",76,75,0,False,ID_GENERAL_MOVE
220522_223755,R,"(9, 4)","(8, 4)",75,76,0,False,ID_GENERAL_MOVE
220522_223755,D,"(9, 4)","(9, 4)",76,85,-10,True,ID_RETURN

idx_epi : 40
time,action,p_cur,p_new,state_cur,state_new,reward,done,result_step
220522_223755,U,"(9, 4)","(8, 4)",85,76,0,False,ID_GENERAL_MOVE
220522_223755,L,"(9, 4)","(8, 3)",76,75,0,False,ID_GENERAL_MOVE
220522_223755,R,"(9, 4)","(8, 4)",75,76,0,False,ID_GENERAL_MOVE
220522_223755,L,"(9, 4)","(8, 3)",76,75,0,False,ID_GENERAL_MOVE
220522_223755,U,"(9, 4)","(7, 3)",75,66,0,False,ID_GENERAL_MOVE
220522_223755,U,"(9, 4)","(6, 3)",66,57,0,False,ID_GENERAL_MOVE
220522_223755,U,"(9, 4)","(5, 3)",57,48,0,False,ID_GENERAL_MOVE
220522_223755,U,"(9, 4)","(4, 3)",48,39,0,False,ID_GENERAL_MOVE
220522_223755,U,"(9, 4)","(3, 3)",39,30,0,False,ID_GENERAL_MOVE
220522_223755,U,"(9, 4)","(2, 3)",30,21,0,False,ID_GENERAL_MOVE
220522_223755,D,"(9, 4)","(3, 3)",21,30,0,False,ID_GENERAL_MOVE
220522_223755,U,"(9, 4)","(2, 3)",30,21,0,False,ID_GENERAL_MOVE
220522_223755,D,"(9, 4)","(3, 3)",21,30,0,False,ID_GENERAL_MOVE
220522_223755,U,"(9, 4)","(2, 3)",30,21,0,False,ID_GENERAL_MOVE
220522_223755,R,"(9, 4)","(2, 4)",21,22,0,False,ID_GENERAL_MOVE
220522_223755,D,"(9, 4)","(3, 4)",22,31,-10,True,ID_OBSTACLE

idx_epi : 41
time,action,p_cur,p_new,state_cur,state_new,reward,done,result_step
220522_223755,U,"(9, 4)","(8, 4)",85,76,0,False,ID_GENERAL_MOVE
220522_223755,U,"(9, 4)","(7, 4)",76,67,0,False,ID_GENERAL_MOVE
220522_223755,R,"(9, 4)","(7, 5)",67,68,0,False,ID_GENERAL_MOVE
220522_223755,L,"(9, 4)","(7, 4)",68,67,0,False,ID_GENERAL_MOVE
220522_223755,L,"(9, 4)","(7, 3)",67,66,0,False,ID_GENERAL_MOVE
220522_223755,D,"(9, 4)","(8, 3)",66,75,0,False,ID_GENERAL_MOVE
220522_223755,D,"(9, 4)","(9, 3)",75,84,-10,True,ID_OBSTACLE

idx_epi : 42
time,action,p_cur,p_new,state_cur,state_new,reward,done,result_step
220522_223755,U,"(9, 4)","(8, 4)",85,76,0,False,ID_GENERAL_MOVE
220522_223755,U,"(9, 4)","(7, 4)",76,67,0,False,ID_GENERAL_MOVE
220522_223755,L,"(9, 4)","(7, 3)",67,66,0,False,ID_GENERAL_MOVE
220522_223755,R,"(9, 4)","(7, 4)",66,67,0,False,ID_GENERAL_MOVE
220522_223755,D,"(9, 4)","(8, 4)",67,76,0,False,ID_GENERAL_MOVE
220522_223755,L,"(9, 4)","(8, 3)",76,75,0,False,ID_GENERAL_MOVE
220522_223755,L,"(9, 4)","(8, 2)",75,74,0,False,ID_GENERAL_MOVE
220522_223755,U,"(9, 4)","(7, 2)",74,65,0,False,ID_GENERAL_MOVE
220522_223755,L,"(9, 4)","(7, 1)",65,64,0,False,ID_GENERAL_MOVE
220522_223755,R,"(9, 4)","(7, 2)",64,65,0,False,ID_GENERAL_MOVE
220522_223755,U,"(9, 4)","(6, 2)",65,56,-10,True,ID_OBSTACLE

idx_epi : 43
time,action,p_cur,p_new,state_cur,state_new,reward,done,result_step
220522_223755,U,"(9, 4)","(8, 4)",85,76,0,False,ID_GENERAL_MOVE
220522_223755,L,"(9, 4)","(8, 3)",76,75,0,False,ID_GENERAL_MOVE
220522_223755,R,"(9, 4)","(8, 4)",75,76,0,False,ID_GENERAL_MOVE
220522_223755,L,"(9, 4)","(8, 3)",76,75,0,False,ID_GENERAL_MOVE
220522_223755,D,"(9, 4)","(9, 3)",75,84,-10,True,ID_OBSTACLE

idx_epi : 44
time,action,p_cur,p_new,state_cur,state_new,reward,done,result_step
220522_223755,U,"(9, 4)","(8, 4)",85,76,0,False,ID_GENERAL_MOVE
220522_223755,R,"(9, 4)","(8, 5)",76,77,0,False,ID_GENERAL_MOVE
220522_223755,D,"(9, 4)","(9, 5)",77,86,-10,True,ID_OBSTACLE

idx_epi : 45
time,action,p_cur,p_new,state_cur,state_new,reward,done,result_step
220522_223755,U,"(9, 4)","(8, 4)",85,76,0,False,ID_GENERAL_MOVE
220522_223755,U,"(9, 4)","(7, 4)",76,67,0,False,ID_GENERAL_MOVE
220522_223755,L,"(9, 4)","(7, 3)",67,66,0,False,ID_GENERAL_MOVE
220522_223755,R,"(9, 4)","(7, 4)",66,67,0,False,ID_GENERAL_MOVE
220522_223755,U,"(9, 4)","(6, 4)",67,58,-10,True,ID_OBSTACLE

idx_epi : 46
time,action,p_cur,p_new,state_cur,state_new,reward,done,result_step
220522_223755,U,"(9, 4)","(8, 4)",85,76,0,False,ID_GENERAL_MOVE
220522_223755,R,"(9, 4)","(8, 5)",76,77,0,False,ID_GENERAL_MOVE
220522_223755,R,"(9, 4)","(8, 6)",77,78,0,False,ID_GENERAL_MOVE
220522_223755,U,"(9, 4)","(7, 6)",78,69,0,False,ID_GENERAL_MOVE
220522_223755,U,"(9, 4)","(6, 6)",69,60,-10,True,ID_OBSTACLE

idx_epi : 47
time,action,p_cur,p_new,state_cur,state_new,reward,done,result_step
220522_223755,U,"(9, 4)","(8, 4)",85,76,0,False,ID_GENERAL_MOVE
220522_223755,R,"(9, 4)","(8, 5)",76,77,0,False,ID_GENERAL_MOVE
220522_223755,L,"(9, 4)","(8, 4)",77,76,0,False,ID_GENERAL_MOVE
220522_223755,D,"(9, 4)","(9, 4)",76,85,-10,True,ID_RETURN

idx_epi : 48
time,action,p_cur,p_new,state_cur,state_new,reward,done,result_step
220522_223755,U,"(9, 4)","(8, 4)",85,76,0,False,ID_GENERAL_MOVE
220522_223755,L,"(9, 4)","(8, 3)",76,75,0,False,ID_GENERAL_MOVE
220522_223755,U,"(9, 4)","(7, 3)",75,66,0,False,ID_GENERAL_MOVE
220522_223755,U,"(9, 4)","(6, 3)",66,57,0,False,ID_GENERAL_MOVE
220522_223755,R,"(9, 4)","(6, 4)",57,58,-10,True,ID_OBSTACLE

idx_epi : 49
time,action,p_cur,p_new,state_cur,state_new,reward,done,result_step
220522_223755,U,"(9, 4)","(8, 4)",85,76,0,False,ID_GENERAL_MOVE
220522_223755,U,"(9, 4)","(7, 4)",76,67,0,False,ID_GENERAL_MOVE
